File	Name	Slot	Script
cut4dr2	Drow Warrior	Slot 592	agrandrb
cut4dr3	Drow Warrior	Slot 592	agrandrb
cut4dr4	Drow Warrior	Slot 592	agrandbr
cut4dr5	Drow Warrior	Slot 592	agrandbr
cut4dr6	Drow Warrior	Slot 592	agrandbr
cut4dr7	Drow Warrior	Slot 592	agrandsh
cut4dr8	Drow Warrior	Slot 592	agrandrb
cut4dr9	Drow Warrior	Slot 592	agrandrb
cutamfig	Fighter	Slot 584	agrandbr
cutamgrd	Monk	Slot 592	agrandbr
cutammag	Mage	Slot 592	agrandrg
cutbalth	Balthazar	Slot 592	agrandrp
cutgrd01	Monk	Slot 592	agrandbr
cutgrd02	Monk	Slot 592	agrandrb
cutgrd03	Monk	Slot 592	agrandrg
cutgrd04	Monk	Slot 592	agrandrb
cutmelis	Melissan	Slot 592	agrandbr
cuwiz1	Cowled Enforcer	Slot 592	agrandrb
cuwiz2	Cowled Enforcer	Slot 592	agrandrb
cuwiz3	Cowled Enforcer	Slot 592	agrandrb
cuwiz4	Cowled Enforcer	Slot 592	agrandbr
cuwiz5	Cowled Enforcer	Slot 592	agrandrb
cuwiz6	Cowled Enforcer	Slot 592	agrandrb
cuwizc	Cowled Enforcer	Slot 592	agrandbr
cuwizsu	Cowled Enforcer	Slot 592	agrandrb
cwsada	Mistress Ada	Slot 592	agrandrb
cwshen	Hendak	Slot 592	agrandbr
cwsnar	Caffrey	Slot 592	agrandbr
cwssal	Salvanas	Slot 592	agrandrb
cwstia	Tiana	Slot 600	agrandrb
cyc01	Cyclops	Slot 592	agrandrb
cyccali1	Cyclops	Slot 592	agrandcl
cyccali2	Cyclops	Slot 592	agrandbr
cyccali3	Cyclops	Slot 592	agrandbr
cyclead	Cyclops Leader	Slot 592	agrandrb
cyclop	Cyclops	Slot 592	agrandrb
cyclop2	Cyclops	Slot 592	agrandrb
cyclop3	Cyclops	Slot 592	agrandbr
cyclop4	Cyclops	Slot 592	agrandbr
cyrando	Cyrando	Slot 592	agrandbr
cythan	Cythandria	Slot 608	agrandbr
d#mary	Mary	Slot 592	agrandbr
d#silver	Silver Star	Slot 592	agrandbr
d0arbku2	Shadow Thief	Slot 600	agrandbr
d0arbkup	Shadow Thief	Slot 584	agrandnc
d0arnlie	Sarem	Slot 584	agrandrg
d0debt1	Debt Collector	Slot 608	agrandbr
d0debt2	Debt Collector	Slot 600	agrandsh
d0debt3	Debt Collector	Slot 600	agrandbr
d0guard2	Amnish Centurion	Slot 608	agrandrb
d0guard4	Sanctioned Wizard	Slot 592	agrandrb
d0indigo	Indigo	Slot 592	agrandrb
d0jahre2	Harper	Slot 592	agrandea
d0jaisl2	Fekir	Slot 592	agrandrg
d0jaisla	Fekir	Slot 592	agrandrb
d0kaypal	Reynald de Chatillon	Slot 600	agrandrb
d0lich01	Nazariel	Slot 584	agrandrb
d0lich02	Nazariel	Slot 584	agrandrb
d0lorick	Lorick	Slot 592	agrandbr
d0magcle	Mage	Slot 600	agrandbr
d0monty2	Zombie	Slot 592	agrandbr
d0msngr	Shadow Thief	Slot 592	agrandbr
d0msngr2	Messenger	Slot 592	agrandbr
d0night2	Night Masks Assassin	Slot 592	agrandbr
d0nightk	Larell	Slot 592	agrandrp
d0palmsg	Fallen Paladin	Slot 600	agrandrb
d0qpback	Cowled Escort	Slot 584	agrandbr
d0qpcow1	Cowled Enforcer	Slot 592	agrandrb
d0qpcow2	Cowled Apprentice	Slot 592	agrandrb
d0qpcow3	Mage	Slot 592	agrandbr
d0qphar1	Harper	Slot 592	agrandbr
d0qpslav	Tredor	Slot 592	agrandrb
d0qpsy01	Sythillisian Soldier	Slot 592	agrandbr
d0qpsy02	Sythillisian Soldier	Slot 592	agrandbr
d0qpsy03	Sythillisian Soldier	Slot 592	agrandbr
d0qpsy04	Sythillisian Soldier	Slot 592	agrandbr
d0qpsy05	Sythillisian Soldier	Slot 592	agrandrb
d0qpsy06	Sythillisian Soldier	Slot 592	agrandbr
d0qpsy07	Sythillisian Soldier	Slot 592	agrandbr
d0qpsy08	Sythillisian Soldier	Slot 592	agrandbr
d0qpsy09	Sythillisian Soldier	Slot 592	agrandbr
d0qpsy10	Sythillisian Soldier	Slot 592	agrandbr
d0renal	Renal Bloodscalp	Slot 592	agrandbr
d0renrev	Shadow Thief	Slot 592	agrandbr
d0shield	Tethyrian Shieldbearer	Slot 592	agrandbr
d0t#ali2	Alianna	Slot 600	agrandrb
d0t#ali3	Alianna	Slot 600	agrandsw
d0t#ali4	Alianna	Slot 600	agrandrb
d0t#ali5	Alianna	Slot 600	agrandrb
d0t#ali6	Alianna	Slot 600	agrandrb
d0t#ali7	Alianna	Slot 600	agrandrb
d0t#alia	Alianna	Slot 600	agrandbr
d0t#gori	Gorion	Slot 600	agrandrb
d0thug	Thug	Slot 592	agrandbr
d0thug2	Thug	Slot 592	agrandbr
d0thug3	Thug	Slot 592	agrandrb
d0thug4	Pirate Bodyguard	Slot 592	agrandrb
d1ghost	Alianna	Slot 592	agrandbr
d1mothdw	Alianna	Slot 592	agrandbr
d1mothel	Alianna	Slot 592	agrandbr
d1mothha	Alianna	Slot 592	agrandbr
d1mothhu	Alianna	Slot 592	agrandbr
d2fue	Fuernebol	Slot 608	agrandbr
daabol	Aboleth	Slot 592	agrandbr
dadragon	Fanguarrax	Slot 592	agrandcl
dadrow1	Drow Servant	Slot 600	agrandbr
dadrow10	Drow Torturer	Slot 600	agrandrb
dadrow11	Drow Torturer	Slot 592	agrandbr
dadrow13	Drow	Slot 592	agrandbr
dadrow14	Drow	Slot 600	agrandrb
dadrow15	Drow	Slot 592	agrandrb
dadrow16	Drow	Slot 600	agrandbr
dadrow17	Taso Kala	Slot 600	agrandrb
dadrow18	Spelljammer Drow	Slot 600	agrandnc
dadrow19	Drow	Slot 584	agrandrg
dadrow2	Drow Servant	Slot 600	agrandbr
dadrow21	Drow	Slot 592	agrandrb
dadrow22	Drow	Slot 592	agrandrg
dadrow23	Drow	Slot 600	agrandrb
dadrow24	Drow	Slot 592	agrandnc
dadrow25	Drow	Slot 592	agrandbr
dadrow26	Drow	Slot 600	agrandrb
dadrow3	Drow Slave Trader	Slot 592	agrandsh
dadrow4	Drow Priestess	Slot 592	agrandbr
dadrow5	Drow	Slot 584	agrandrb
dadrow6	Drow Leader	Slot 584	agrandrb
dadrow7	Drow	Slot 584	agrandrb
dadrow8	Drow Torturer	Slot 600	agrandrb
dadrow9	Drow Torturer	Slot 600	agrandrb
daduer1	Duergar	Slot 592	agrandrb
daduer2	Duergar	Slot 584	agrandrb
daduer3	Duergar	Slot 584	agrandbr
daduer4	Duergar	Slot 592	agrandbr
dadwarf	Dwarf	Slot 584	agrandrb
daelf	Elven Mage	Slot 600	agrandbr
daelf2	Elven Mage	Slot 600	agrandrb
dagenie	Dola Fadoon	Slot 600	agrandrb
daghaun1	Ghaundaur Priest Leader	Slot 592	agrandbr
daghaun2	Ghaundaur Priest	Slot 592	agrandbr
dagith2	Githyanki	Slot 608	agrandrb
dagmag01	Relonar	Slot 592	agrandbr
dagnoll	Gnoll	Slot 592	agrandbr
daitel	Ghost	Slot 592	agrandbr
dakobold	Kobold	Slot 584	agrandnc
damien	Damien	Slot 592	agrandrb
damind1	Mind Flayer	Slot 592	agrandsh
damind2	Mind Flayer	Slot 592	agrandrb
danno	Danno Fairfoot	Slot 592	agrandbr
daqilue	Qilue	Slot 600	agrandrb
dario	Dario Thet	Slot 592	agrandrb
dariogr1	Assassin Mage	Slot 584	agrandrb
dariogr2	Assassin Warrior	Slot 592	agrandbr
dariogr3	Assassin Warrior	Slot 592	agrandrb
dariogr4	Assassin Warrior	Slot 592	agrandbr
dariogr5	Assassin Warrior	Slot 592	agrandrb
darioms2	Calimport Messenger	Slot 592	agrandbr
dariomsg	Calimport Messenger	Slot 592	agrandbr
darorc1	Orc Bandit	Slot 592	agrandrb
darorc2	Orc Bandit	Slot 592	agrandrb
darorc3	Orc Bandit	Slot 592	agrandrb
daslave1	Slave Leader	Slot 592	agrandbr
daslave3	Slave Boy	Slot 592	agrandbr
daslave4	Slave Girl	Slot 592	agrandrb
daspitro	Spirit Troll	Slot 592	agrandrb
dassin	Shadow Thief	Slot 592	agrandrb
datroll	Troll	Slot 592	agrandbr
daumber	Umber Hulk	Slot 592	agrandbr
dbonef01	Bone Fiend	Slot 600	agrandrb
dcleric	Mad Cleric	Slot 608	agrandrb
dcleric2	The Redeemer	Slot 592	agrandbr
dcowl1	Rayic Gethras	Slot 592	agrandrb
dd1700cl	Berun	Slot 592	agrandrb
dd1700fi	Giron	Slot 592	agrandbr
dd1700ra	Yulur	Slot 592	agrandrb
dd1700wi	Slurice	Slot 592	agrandbr
ddarnie	Arnie	Slot 592	agrandrb
ddassa01	Assassin of Cyric	Slot 592	agrandbr
ddassa02	Assassin of Cyric	Slot 592	agrandrb
ddbandi1	Soldier	Slot 592	agrandsr
ddbandi2	Soldier	Slot 592	agrandbr
ddbandi3	Soldier	Slot 592	agrandbr
ddblbl01	Black Blade Assassin	Slot 592	agrandnc
ddblbl02	Black Blade Assassin	Slot 592	agrandrb
ddcapt01	Captain	Slot 592	agrandrb
ddcrazy1	Manifest Lunatic	Slot 600	agrandrb
ddcyric2	Larala	Slot 592	agrandbr
ddcyric3	Larala	Slot 592	agrandbr
ddcyric4	Larala	Slot 592	agrandrb
ddfrost1	Frost Giant	Slot 592	agrandbr
ddgame01	Man	Slot 592	agrandrb
ddgame03	Venonocanes Staff	Slot 592	agrandrb
ddguar01	Guard	Slot 592	agrandbr
ddguard1	Guardian	Slot 592	agrandbr
ddguard2	Guardian	Slot 592	agrandbr
ddguard3	Guardian	Slot 592	agrandcl
ddguard4	Guardian	Slot 592	agrandbr
ddguard5	Guardian	Slot 592	agrandrb
ddguard6	Guardian	Slot 592	agrandbr
ddhall01	Krent	Slot 592	agrandrb
ddmanarc	Manifest Archer	Slot 592	agrandbr
ddmanpea	Manifest Peasant	Slot 592	agrandrb
ddmansha	Manifest Shadow	Slot 592	agrandbr
ddmary	Mary Magus	Slot 592	agrandrb
ddogre01	Ogre	Slot 592	agrandrb
ddpkmap	Salesman	Slot 592	agrandrb
ddplota4	Manifest Shadow	Slot 592	agrandbr
ddplota5	Monster	Slot 600	agrandbr
ddpo05ab	Ranger	Slot 592	agrandbr
ddpoten1	Potencius	Slot 592	agrandrb
ddragbrw	Arrellaxerrontoal	Slot 592	agrandrb
ddsold01	Soldier	Slot 592	agrandrb
ddsold02	Soldier	Slot 592	agrandsh
ddsold03	Soldier	Slot 592	agrandrb
ddsold04	Soldier	Slot 592	agrandrp
ddsold06	Scout	Slot 592	agrandbr
ddspectr	Manifest Spectre	Slot 592	agrandbr
ddtempl1	Battle Cleric	Slot 592	agrandbr
ddtero01	Tero	Slot 600	agrandbr
ddtroll1	Troll	Slot 592	agrandbr
ddtroll2	Troll	Slot 592	agrandbr
ddvoice	These gears seem to be in almost new condition. There are no signs of rust or age that you can see. However, they do not seem to work. Perhaps there is a switch to activate them.	Slot 592	agrandrb
ddwarp01	Elven Wizard	Slot 600	agrandrb
ddyolkum	Yolkum	Slot 592	agrandrb
ddyuan01	Yuan-Ti 	Slot 592	agrandbr
ddyuan02	Greater Yuan-Ti	Slot 592	agrandrg
ddyuan03	Yuan-Ti Mage	Slot 592	agrandlx
dead2	Amnish Soldier	Slot 592	agrandrb
deadb01	Adventurer	Slot 592	agrandbr
deadb02	Adventurer	Slot 592	agrandrb
deadb03	Adventurer	Slot 592	agrandbr
deadb04	Adventurer	Slot 592	agrandbr
deadb05	Adventurer	Slot 592	agrandbr
deadb06	Adventurer	Slot 592	agrandrb
deadbeh1	Beholder	Slot 592	agrandbr
deadbeh2	Gauth	Slot 592	agrandrb
deaddem1	Cornugon	Slot 592	agrandcl
deaddem2	Quasit	Slot 592	agrandrb
deadfuck	Amnish Soldier	Slot 592	agrandrb
deadkef	Dead	Slot 592	agrandrb
deadkem	Dead	Slot 592	agrandbr
deadmin1	Miner	Slot 592	agrandrb
deadmin2	Miner	Slot 592	agrandrb
deadvil	Captive Villager	Slot 592	agrandbr
deadvilf	Captive Villager	Slot 592	agrandbr
deankheg	Giant Desert Beetle	Slot 592	agrandlx
deano	Deano	Slot 592	agrandrb
deathk1	Demon Knight	Slot 592	agrandrb
deathkni	Demon Knight	Slot 600	agrandbr
deathspl	Rat	Slot 592	agrandrp
deck	Deck of Many Things	Slot 592	agrandrb
deck615	Demon Knight	Slot 600	agrandbr
deck622	Death Shade	Slot 592	agrandrb
deckass1	Thief	Slot 592	agrandbr
deckwar1	Fighter	Slot 592	agrandsr
decre#01	Baelden	Slot 592	agrandbr
decre#02	The Black Knight	Slot 592	agrandbr
decre#03	Bob the Cleric	Slot 592	agrandrb
decre#04	BaneDead	Slot 592	agrandbr
decre#05	BaneGuard	Slot 592	agrandbr
decre#06	CosmoGoon	Slot 592	agrandrg
decre#07	Deano	Slot 592	agrandbr
decre#08	WhoDeany	Slot 592	agrandbr
decre#09	Sataraleth	Slot 600	agrandbr
dedsmug	Smuggler	Slot 608	agrandrb
degard	Degardan	Slot 600	agrandrb
dekaras	Vadrak Dekaras	Slot 592	agrandbr
dekaras1	Vadrak Dekaras	Slot 592	agrandsw
dekaras2	Vadrak Dekaras	Slot 592	agrandbr
dekaras3	Vadrak Dekaras	Slot 592	agrandbr
dekaras4	Vadrak Dekaras	Slot 592	agrandrb
del	Del	Slot 592	agrandbr
delei	Delei	Slot 592	agrandcl
delich1	Demi-Lich	Slot 592	agrandrb
dellow	Del	Slot 592	agrandsh
delnob01	Nobleman	Slot 600	agrandrb
delord	Demon Lord	Slot 600	agrandbr
delryng1	Delryn Door Guard	Slot 608	agrandbr
delrysia	Delrysia	Slot 600	agrandrb
delsvir	Delsvirftanyon	Slot 592	agrandrb
demabi01	Nabassu	Slot 600	agrandrb
demcor01	Cornugon	Slot 592	agrandrb
demdrac	Demi Draco Lich	Slot 592	agrandrb
dementy	Utterly Insane Person	Slot 592	agrandbr
demfig01	Falahar	Slot 600	agrandrb
demfig02	Valeria	Slot 600	agrandrb
demgla01	Glabrezu	Slot 600	agrandrb
demglab2	Glabrezu	Slot 592	agrandrb
demgrdr1	Amnish Soldier	Slot 592	agrandbr
demgrdr2	Amnish Soldier	Slot 592	agrandbr
demgrdr3	Amnish Soldier	Slot 592	agrandrb
demgrdr4	Amnish Soldier	Slot 592	agrandbr
demgrdrx	Amnish Soldier	Slot 592	agrandbr
demilich	Demi-Lich	Slot 584	agrandbr
demlord	Lesser Demon Lord	Slot 584	agrandrb
demmag	Dracandros	Slot 592	agrandbr
demmau01	Maurezhi	Slot 592	agrandnc
demnab02	Nabassu	Slot 592	agrandrb
demninv2	Barl	Slot 592	agrandbr
demninvi	Barl	Slot 592	agrandbr
demoarch	Fighter	Slot 600	agrandrb
democler	Cleric	Slot 600	agrandrb
demogor1	Imprisoned One	Slot 592	agrandbr
demogor2	Demogorgon	Slot 592	agrandbr
demogor3	Demogorgon	Slot 592	agrandbr
demosum1	Marilith	Slot 592	agrandrb
demosum2	Baalor	Slot 592	agrandcl
demosum3	Glabrezu	Slot 592	agrandbr
dempit01	Pit Fiend	Slot 592	agrandbr
dempitr1	Pit Fiend	Slot 592	agrandbr
dempitr2	Pit Fiend	Slot 592	agrandrg
dempri	Pitre	Slot 608	agrandrb
demson	Sir William Reirrac	Slot 608	agrandbr
demsuc01	Succubus	Slot 592	agrandrb
demtyra	Death Tyrant	Slot 592	agrandbr
denaini	Denaini	Slot 592	agrandrb
deriny01	Erinyes	Slot 592	agrandrb
derrick	Derrick	Slot 592	agrandbr
deshar	Ferric Ironblade	Slot 592	agrandbr
desmage	Desperado Mage	Slot 600	agrandrb
desto#01	Elric Dartsman	Slot 592	agrandbr
desto#02	Rustin Battlehammer	Slot 592	agrandbr
devaevil	Fallen Deva	Slot 592	agrandrb
devagood	Deva	Slot 592	agrandbr
devast01	Astral Deva	Slot 592	agrandea
devmon01	Monadic Deva	Slot 584	agrandbr
dgdru01	Druid	Slot 600	agrandbr
dgdru02	Druid	Slot 600	agrandrb
dgfig01	Fighter	Slot 592	agrandrb
dglab01	Glabrezu	Slot 592	agrandbr
dgmag01	Mage	Slot 600	agrandbr
dgtrol01	Troll	Slot 608	agrandrb
dgtrol02	Troll	Slot 592	agrandbr
dimp01	Imp	Slot 592	agrandbr
dinan	Dinan	Slot 592	agrandrb
dinan2	Dinan	Slot 592	agrandbr
dinan3	Dinan	Slot 592	agrandbr
disrup01	Wizard Slayer	Slot 600	agrandrb
divalir	Divalir	Slot 592	agrandrb
divalir1	Divalir	Slot 600	agrandbr
divguar	Divine Guardian	Slot 592	agrandbr
djincre	Izsul Baba	Slot 592	agrandrb
djinnisu	Djinni	Slot 592	agrandbr
dmark1	Fovem	Slot 600	agrandbr
dockhlp1	Shadow Thief	Slot 592	agrandbr
dockhlp2	Shadow Thief	Slot 592	agrandbr
dockhlp3	Knight of the Order	Slot 592	agrandbr
dockhlp4	Knight of the Order	Slot 592	agrandbr
dockmeet	Rylock	Slot 584	agrandrb
dockpriz	Shadow Thief	Slot 592	agrandrb
doomguar	Doom Guard	Slot 592	agrandbr
doomleut	Doom Lieutenant	Slot 592	agrandrb
doomwarr	Doom Warrior	Slot 592	agrandrb
dopcle01	Kiel the Legion Killer	Slot 608	agrandbr
dopdur	Durlag Trollkiller	Slot 608	agrandrp
dopdur1	Durlag Trollkiller	Slot 584	agrandbr
dopdur2	Durlag Trollkiller	Slot 584	agrandrb
dopfue	Fuernebol	Slot 608	agrandrb
dopgre01	Greater Doppelganger	Slot 592	agrandrg
dopmag01	Islanne	Slot 608	agrandbr
dopmgr01	Islanne	Slot 608	agrandbr
dopple01	Doppelganger	Slot 592	agrandbr
dopwar01	Durlag Trollkiller	Slot 608	agrandrb
dorkus	Dorkus	Slot 592	agrandbr
doug	Festule the Alchemist	Slot 600	agrandrb
dpim	Pimlico	Slot 600	agrandrb
dpimg1	Pimlico Guard	Slot 592	agrandrb
dpmon01	Mind Flayer	Slot 592	agrandbr
dpmon02	Lich	Slot 592	agrandbr
dpmon03	Vampire	Slot 592	agrandrb
dpstat01	Eliya	Slot 592	agrandbr
dpstat02	Petrified Man	Slot 592	agrandrb
dpstat03	Petrified Woman	Slot 592	agrandrb
dpstat04	Petrified Man	Slot 592	agrandbr
dpstat05	Petrified Woman	Slot 592	agrandbr
dquas01	Quasit	Slot 592	agrandrb
dradee	Dradeel	Slot 600	agrandbr
dragblac	Nizidramanii'yt	Slot 600	agrandrb
dragblue	Abazigal	Slot 584	agrandrp
dragbr1	Gnoll	Slot 592	agrandbr
dragbr3	Gibberling	Slot 592	agrandbr
dragbrow	Brown Dragon	Slot 592	agrandrb
draggold	Garlokantha	Slot 592	agrandrb
draggren	Linussaxanol	Slot 592	agrandrb
draginvg	Barl	Slot 592	agrandrb
dragpurp	Purple Dragon	Slot 584	agrandrb
dragred	Red Dragon	Slot 592	agrandrb
dragredd	Red Dragon	Slot 600	agrandbr
dragshad	Thaxll'ssillyia	Slot 592	agrandbr
dragsilv	Silver Dragon	Slot 592	agrandrb
dragtope	Tapanasacar	Slot 592	agrandrb
dragund	Icebraniken	Slot 584	agrandbr
dragyell	Yellow Dragon	Slot 600	agrandbr
drake01	Shelligh	Slot 592	agrandbr
drake02	Rill	Slot 592	agrandrb
drake03	Rance	Slot 592	agrandrb
drake04	Quenash	Slot 592	agrandrb
draug	Draug Fea	Slot 592	agrandrb
drbod	Bodhi	Slot 592	agrandbr
dreampc	Dream Vision	Slot 592	agrandrb
drelle	Dream Vision	Slot 592	agrandbr
drelle2	Dream Vision	Slot 592	agrandrb
drenden	Drenden Shale	Slot 592	agrandsh
dreself1	Elf Male	Slot 592	agrandbr
dreself2	Elf Female	Slot 592	agrandrp
dreself3	Elf Male	Slot 592	agrandrb
dreself4	Elf Female	Slot 592	agrandrb
dreself5	Elf Male	Slot 592	agrandrb
dreself6	Elf Female	Slot 592	agrandbr
dreself7	Elf Male	Slot 592	agrandbr
dreself8	Elf Female	Slot 592	agrandrb
drgenie	Ribald's Genie	Slot 592	agrandrb
drofod01	Drow	Slot 592	agrandbr
drofod02	Drow	Slot 592	agrandbr
drofod03	Drow	Slot 592	agrandbr
drofod04	Drow Priestess	Slot 592	agrandbr
drow01	Drow Warrior	Slot 592	agrandrb
drow02	Drow Warrior	Slot 592	agrandbr
drow03	Drow Wizard	Slot 584	agrandrb
drow04	Drow Priestess	Slot 592	agrandrb
drow05	Drow	Slot 592	agrandrb
drow06	Drow	Slot 600	agrandrb
drow07	Drow Priestess	Slot 592	agrandrb
drowbd01	Drow Warrior	Slot 592	agrandrb
drowbd02	Drow Warrior	Slot 592	agrandrb
drowbd03	Drow Warrior	Slot 592	agrandrp
drowbd04	Drow Warrior	Slot 592	agrandbr
drowbd05	Drow Warrior	Slot 592	agrandrb
drowbd06	Drow Warrior	Slot 592	agrandbr
drowbd07	Drow Wizard	Slot 600	agrandea
drowbd08	Drow Wizard	Slot 600	agrandbr
drowbd09	Drow Priestess	Slot 592	agrandbr
drowbd10	Drow Priestess	Slot 592	agrandrb
drowbd11	Drow Wizard	Slot 600	agrandbr
drowinvi	Barl	Slot 592	agrandrp
drpc	Adventurer	Slot 592	agrandbr
drshnl02	Nilthiri	Slot 592	agrandbr
drshnl11	Nilthiri	Slot 592	agrandrb
drshnl21	Nilthiri	Slot 592	agrandrb
drshsp01	Spirit of the Grove	Slot 584	agrandrb
drslayer	Slayer	Slot 592	agrandrb
druff1	Ruffian	Slot 592	agrandrb
druff2	Ruffian	Slot 592	agrandrb
druid10a	Zorl	Slot 600	agrandrb
druid10b	Zorl	Slot 600	agrandrb
druid12a	Zorl	Slot 592	agrandbr
druid12b	Zorl	Slot 592	agrandbr
druid6a	Zorl	Slot 600	agrandsr
druid8a	Zorl	Slot 600	agrandbr
druid8b	Zorl	Slot 600	agrandbr
druidad	Druid	Slot 600	agrandlx
drush	Drush	Slot 592	agrandbr
dsailor1	Sailor	Slot 592	agrandrb
dsailor2	Sailor	Slot 592	agrandrb
dsbanshe	Banshee	Slot 592	agrandrb
dsblane	Dawn Priest Blane	Slot 608	agrandrb
dsbody01	Shadow Thief	Slot 592	agrandbr
dsclars	Clairis	Slot 600	agrandbr
dsdrow01	Drow Weapons Master	Slot 592	agrandrb
dsdrow02	Drow Mage	Slot 600	agrandbr
dsdrow03	Drow Warrior	Slot 592	agrandrb
dsdrow04	Drow Elite	Slot 592	agrandrb
dsduegm1	Duergar Fighter	Slot 592	agrandrb
dsduegma	Duergar Mage	Slot 600	agrandbr
dsduegsk	Duergar Skeletal Conjurer	Slot 592	agrandbr
dsduerg1	Duergar Thief	Slot 600	agrandbr
dsduerg2	Duergar Guard	Slot 592	agrandrb
dsduerg3	Duergar Priest	Slot 584	agrandrb
dsduerga	Duergar Miner	Slot 584	agrandbr
dsfeydo	Fey'doch	Slot 600	agrandrb
dsfordrg	Forest Dragon	Slot 592	agrandrb
dsfrdrgb	Baby Forest Dragon	Slot 608	agrandrb
dsgnollc	Gnoll Chieftan	Slot 608	agrandbr
dsgobchf	Goblin Chief	Slot 592	agrandcl
dsgrunk	Grog	Slot 592	agrandbr
dsguard	Guard	Slot 592	agrandrb
dshalf01	Gandolar Luckyfoot	Slot 600	agrandbr
dshalf02	Halfling Fighter	Slot 592	agrandrb
dshalf03	Halfling Fighter	Slot 592	agrandrb
dshalf04	Halfling Thief	Slot 592	agrandrb
dshalf05	Halfling Thief	Slot 592	agrandbr
dshop01	Ikert	Slot 592	agrandbr
dshop02	Jahaboam	Slot 592	agrandrb
dsjabb	Jabress Xaendrassa Auvryndar	Slot 600	agrandbr
dskalann	Kalannar	Slot 592	agrandbr
dslich	The Dark One	Slot 592	agrandrb
dslich1	The Dark One	Slot 592	agrandrb
dslich2	The Dark One	Slot 584	agrandbr
dslich3	The Dark One	Slot 584	agrandbr
dsmortus	Mortius	Slot 592	agrandbr
dsorc01	Orc	Slot 592	agrandrb
dsphant1	Phantom	Slot 592	agrandrp
dsphant2	Phantom	Slot 592	agrandbr
dsphant3	Phantom	Slot 592	agrandbr
dsphant4	Phantom	Slot 592	agrandrb
dsphant5	Phantom	Slot 592	agrandbr
dsphant6	Phantom	Slot 592	agrandlx
dsroach	Atr'Jkslad'Roa'CH	Slot 584	agrandbr
dsshar	Shar Nadal	Slot 584	agrandrb
dsspec	Spec	Slot 584	agrandbr
dsthief	Shadow Thief	Slot 592	agrandrb
dstrungl	Trungle	Slot 592	agrandbr
dsvampf1	Fledgling Vampire	Slot 600	agrandbr
dsvampf2	Fledgling Vampire	Slot 600	agrandbr
dsvampm	Lord Daerthmac	Slot 600	agrandbr
dswelf1	Wood Elf Warrior	Slot 600	agrandrb
dswelf1e	Wood Elf Elite	Slot 600	agrandrb
dswelf2	Wood Elf Warrior	Slot 600	agrandbr
dswelf2e	Wood Elf Elite	Slot 600	agrandbr
duarim	Arimayus	Slot 592	agrandrb
duayrus	Ayrus	Slot 592	agrandrb
dubnd1	Fighter	Slot 592	agrandbr
dubnd10	Demon	Slot 592	agrandrb
dubnd11	Pit Demon	Slot 592	agrandbr
dubnd2	Mage	Slot 592	agrandrb
dubnd3	Cleric	Slot 592	agrandrb
dubnd4	Archer	Slot 592	agrandbr
dubnd5	Fighter/Thief	Slot 592	agrandbr
dubnd6	Barbarian	Slot 592	agrandcl
dubnd7	Druid	Slot 592	agrandrb
dubnd8	Fighter/Mage	Slot 592	agrandbr
dubnd9	Rakshasa	Slot 592	agrandrb
dudyrad	Spirit of the Forest	Slot 592	agrandbr
duearc01	Duergar	Slot 600	agrandcl
duearc02	Duergar	Slot 600	agrandlx
duearc03	Duergar	Slot 608	agrandsh
duearc04	Duergar	Slot 600	agrandcl
duecla01	Ilyich	Slot 600	agrandbr
duecla02	Ilyich	Slot 600	agrandrb
duegau01	Duergar	Slot 608	agrandbr
duegau02	Duergar	Slot 608	agrandbr
duegexit	Duergar	Slot 592	agrandrb
duegmin1	Duergar	Slot 592	agrandsr
duegmin2	Duergar Mage	Slot 600	agrandsw
duegmin3	Duergar	Slot 592	agrandbr
duegrune	Duergar	Slot 592	agrandbr
duegsal1	Duergar	Slot 592	agrandrb
duegsal2	Duergar	Slot 592	agrandbr
duegsal3	Duergar	Slot 592	agrandbr
duegske1	Duergar Skeletal Conjurer	Slot 592	agrandrb
duemag01	Mage	Slot 608	agrandbr
duemag02	Mage	Slot 608	agrandbr
duepre01	Duergar	Slot 600	agrandrb
duergar	Duergar	Slot 584	agrandrb
duergar1	Duergar	Slot 600	agrandnc
duergar2	Duergar	Slot 600	agrandbr
duergar3	Duergar	Slot 608	agrandcl
dujug	Jugend	Slot 592	agrandbr
dumad	Madulf	Slot 592	agrandbr
dumaia	Maia	Slot 592	agrandsw
dumfue	Sparring Dummy	Slot 592	agrandrb
dumisl	Sparring Dummy	Slot 592	agrandbr
dumkie	Sparring Dummy	Slot 592	agrandrb
dungettn	Ettin	Slot 592	agrandrb
duogre01	Ogre	Slot 592	agrandrb
duogre02	Minotaur	Slot 592	agrandrb
duogre03	Gnoll	Slot 592	agrandrb
duogre04	Orc	Slot 592	agrandrb
duvguard	Duvaine Guard	Slot 592	agrandrb
dvampfl	Vampire	Slot 592	agrandrb
dvdjinni	Djinni	Slot 592	agrandrb
dvefreet	Efreeti	Slot 592	agrandbr
dw#abbl1	Olinissimous	Slot 584	agrandrb
dw#abbl2	Zirimanat'ryl	Slot 584	agrandrb
dw#abdgy	Anadramatis	Slot 592	agrandrb
dw#abgre	Ithy'nassendra	Slot 584	agrandbr
dw#abred	Carnifex	Slot 584	agrandbr
dw#angsk	Skeleton Warrior	Slot 592	agrandrb
dw#basum	Baalor	Slot 592	agrandbr
